duration_baseline,s2_q3_baseline,s3_q6_7_baseline,s3_q6_9_baseline,s3_q23_baseline,s3_q1_baseline,s6_q6_baseline,s6f_q3_baseline,forecast_ability_baseline,s6f_q4_baseline,air_worry_baseline,s7_q10_baseline,s7_q12_baseline,s7_q13_baseline,s7_q14_baseline,s7_q16_baseline,outside_total_hrs_baseline,work_total_hrs_baseline,s7_q33_baseline,s9_q4_3_1_baseline,main_news_Geo_baseline,s9_q5_3_7_baseline,s9_q5_3_12_baseline,s9_q5_3_0_baseline,s9_q5_field_count_baseline,s9_q5_4_1_baseline,s9_q7_field_count_baseline,s9_q7_1_1_baseline,s9_q7_3_1_baseline,dem_q1_baseline,dem_q3_baseline,dem_q4_baseline,dem_q5_baseline,dem_q6_baseline,yrs_educ_formal_baseline,dem_q8_baseline,dem_q9_baseline,dem_q14_baseline,dem_q22_baseline,dem_q24_baseline,dem_q25_baseline,dem_q30_baseline,asset_index_baseline,dem_q31_baseline,dem_q32_baseline,tehsil_n_baseline,epd_treatment_baseline,s3_q11v12_baseline_r_std,s3_q15v16_baseline_r_std,num_sources_known_baseline,high_error,hhid,dem_q7_baseline,pref_baseline,pref_endline,wtp_paqi,wtp_epd,wtp_dif
3308,45,0,0,50,1,about the same as today,290,1.3705720901489258,100,0,0,1,1,1,1,12.666666030883789,8.333333015441895,0,0,0,0,0,0,0,1,0,WhatsApp,0,head of household,0,1,0,3,6,2,Owned,0,0,1,3,2,-0.8175992965698242,Private job with a salary,3,0,1,-0.4127283858996401,-0.32880223488740973,0,0,2030,Middle (6-8),1,0,180,180,0
2654,50,0,0,50,2,about the same as today,285,1.3297001123428345,80,0,7,2,1,2,1,11,10,1,0,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,0,3,5,1,Owned,1,0,1,1,1,1.436564326286316,Daily labour,5,0,1,-2.2899768507980034,-0.32880223488740973,1,0,1029,Primary (1-5),1,0,250,250,0
3317,20,0,0,50,4,about the same as today,296,1.4196183681488037,100,0,0,2,2,1,1,11.833333969116211,9.666666984558105,0,0,0,1,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,10,1,Owned,0,0,1,2,3,-0.8175992965698242,Earnings from trade,3,0,1,-0.4127283858996401,-0.32880223488740973,2,0,2026,Secondary/Matric,1,0,300,300,0
2433,50,0,0,50,4,better than today,305,1.4931879043579102,85,1,4,4,2,1,2,13,12.5,1,0,0,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,0,3,4,2,Owned,1,0,1,2,3,-0.06621140241622925,Daily labour,4,0,1,0.5258958465495415,-0.32880223488740973,1,0,5040,Primary (1-5),0,0,240,270,-30
2712,23,0,0,40,5,about the same as today,285,0.6493850350379944,80,0,4,1,2,1,1,11,13,1,1,1,1,0,0,1,1,1,WhatsApp,1,head of household,0,1,1,1,8,2,Owned,1,0,0,2,3,-0.8175992965698242,Daily labour,3,0,1,1.464520078998723,0.6459654526106634,2,0,4038,Middle (6-8),0,0,190,200,-10
2705,25,0,0,60,5,about the same as today,270,1.20708429813385,65,0,0,2,2,1,1,3,15,1,1,1,0,0,0,1,1,1,WhatsApp,1,head of household,0,1,1,3,7,3,Owned,1,0,2,3,6,-1.5689871311187744,Earnings from trade,2,0,1,-1.3513526183488216,-1.303569922385483,2,0,4040,Middle (6-8),1,0,150,200,-50
2666,35,0,0,50,5,about the same as today,290,1.3705720901489258,70,1,2,4,4,2,2,11,12,1,1,1,0,0,1,1,1,1,WhatsApp,0,head of household,0,1,0,3,0,1,Owned,1,0,1,1,2,1.436564326286316,Daily labour,4,0,1,0.5258958465495415,-0.32880223488740973,1,0,6037,No formal education,1,0,210,295,-85
3545,50,0,0,50,1,about the same as today,250,1.0345879793167114,50,0,0,1,1,1,1,13,9,0,0,1,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,1,3,8,2,Owned,1,0,1,4,4,-0.06621140241622925,Current government job,3,0,1,-0.4127283858996401,-0.32880223488740973,0,0,2021,Middle (6-8),1,0,150,150,0
3344,43,0,1,30,4,worse than today,250,1.0345879793167114,90,0,3,2,4,2,2,10.5,11.5,1,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,1,2,1,5,10,2,Owned,1,0,1,2,3,-0.06621140241622925,Daily labour,3,0,1,-0.4127283858996401,-1.303569922385483,2,0,3022,Secondary/Matric,1,1,300,300,0
2652,37,0,0,50,4,about the same as today,310,0.7940679788589478,90,0,1,2,1,1,2,10.5,14,1,1,0,0,0,1,1,1,1,Facebook,0,son of household head,1,2,1,3,10,2,Owned,1,0,1,2,4,-0.06621140241622925,Daily labour,3,0,1,1.464520078998723,-0.32880223488740973,2,0,4046,Secondary/Matric,1,0,250,300,-50
2406,30,0,0,30,4,about the same as today,290,1.3705720901489258,85,0,3,1,1,1,1,3,14.5,1,0,1,1,0,0,1,0,0,WhatsApp,0,head of household,0,1,1,4,3,1,Owned,0,0,0,1,2,-0.8175992965698242,Daily labour,4,0,1,1.464520078998723,0.6459654526106634,1,0,5037,Primary (1-5),0,0,200,240,-40
2444,44,0,0,50,2,better than today,296,0.1472868174314499,85,0,5,2,4,1,2,11,10,1,0,0,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,0,3,10,2,Owned,1,0,1,1,3,0.685176432132721,Earnings from trade,3,0,1,-0.4127283858996401,-0.32880223488740973,1,0,1013,Secondary/Matric,0,0,360,360,0
3163,60,0,1,40,4,about the same as today,330,1.685656189918518,70,0,2,2,2,2,2,7.5,11.5,1,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,8,2,Owned,1,0,1,2,3,-0.06621140241622925,Daily labour,3,0,1,-1.3513526183488216,-1.303569922385483,3,0,3020,Middle (6-8),1,0,200,200,0
2447,26,0,1,40,2,about the same as today,300,1.4523159265518188,90,0,2,2,2,1,1,3.5,14,1,1,1,0,0,1,1,1,2,WhatsApp,0,son of household head,0,1,0,3,12,1,Owned,1,0,1,3,4,-0.8175992965698242,Current government job,3,0,1,1.464520078998723,1.6207331401087366,2,0,5039,Intermediate,0,0,280,305,-25
2760,50,0,0,60,5,worse than today,310,0.7940679788589478,80,0,0,2,1,4,1,11,13,1,0,0,0,0,0,1,1,1,WhatsApp,1,son of household head,1,2,1,3,16,1,Owned,0,0,0,1,3,-0.8175992965698242,Current government job,3,0,1,-1.3513526183488216,-0.32880223488740973,3,0,4045,University,1,0,200,250,-50
2471,49,0,0,40,4,about the same as today,300,1.4415055513381958,85,1,0,4,4,2,2,10,9,1,0,0,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,0,3,10,1,Owned,1,0,1,1,1,1.436564326286316,Current government job,3,0,1,-0.4127283858996401,-0.32880223488740973,3,0,1021,Secondary/Matric,1,0,350,350,0
2784,45,1,0,40,4,about the same as today,270,0.5625753402709961,85,1,1,2,2,2,2,11.5,12,1,0,0,0,0,0,0,1,0,WhatsApp,0,head of household,0,1,1,3,12,1,Owned,1,1,1,2,3,0.685176432132721,Earnings from trade,2,0,1,-0.4127283858996401,-1.303569922385483,2,0,3038,Intermediate,1,0,250,250,0
2604,38,0,0,50,4,about the same as today,280,0.7773075699806213,70,0,7,1,1,1,1,8.5,12.5,1,0,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,1,4,8,2,Owned,1,0,1,2,2,0.685176432132721,Earnings from trade,3,0,1,-0.4127283858996401,1.6207331401087366,1,0,1045,Middle (6-8),0,0,200,200,0
2721,45,0,0,70,2,better than today,285,0.6493850350379944,90,0,7,1,2,2,1,11.5,10.5,1,0,1,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,0,3,10,1,Owned,1,0,1,2,2,0.685176432132721,Earnings from trade,3,0,1,-0.4127283858996401,0.6459654526106634,2,0,1039,Secondary/Matric,1,0,220,220,0
2610,30,0,0,40,2,about the same as today,240,0.8491171002388,80,0,3,2,1,1,2,12,16.5,1,0,1,0,0,1,1,1,2,WhatsApp,0,head of household,0,1,1,2,2,1,Owned,1,0,1,2,3,0.685176432132721,Daily labour,3,0,1,0.5258958465495415,-0.32880223488740973,1,0,5101,Primary (1-5),0,0,190,210,-20
2791,39,1,0,50,5,about the same as today,300,0.7361947894096375,100,1,2,4,4,2,2,2,11,1,0,1,0,0,0,0,1,0,WhatsApp,0,head of household,1,1,1,4,16,1,Owned,1,1,1,2,3,2.1879522800445557,Private job with self-employment,1,0,1,-1.3513526183488216,0.6459654526106634,3,0,3036,University,0,1,350,350,0
2551,24,0,0,50,5,better than today,302,0.7477694153785706,90,1,2,2,2,2,2,10,8,1,0,1,0,1,0,1,1,1,WhatsApp,0,son of household head,1,1,1,4,16,2,Owned,1,0,3,3,4,-0.06621140241622925,Private job with a salary,3,0,1,-0.4127283858996401,-0.32880223488740973,1,0,6048,University,0,0,180,220,-40
2705,40,0,0,40,2,worse than today,240,0.8491171002388,85,0,3,2,1,1,1,1,15.5,1,0,0,0,0,0,1,1,1,WhatsApp,0,son of household head,1,2,1,8,3,3,Owned,1,0,2,3,6,-0.8175992965698242,Earnings from trade,3,0,1,0.5258958465495415,0.6459654526106634,1,0,5104,Primary (1-5),0,0,260,290,-30
2594,35,0,1,50,4,better than today,270,0.5625753402709961,60,0,3,1,2,1,2,10,15,1,0,1,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,1,1,0,1,Owned,0,0,0,1,3,-1.5689871311187744,Earnings from trade,4,0,1,-1.3513526183488216,-1.303569922385483,2,0,4047,No formal education,1,0,220,260,-40
2628,45,0,0,50,5,about the same as today,295,0.7072582244873047,80,0,0,1,1,2,1,10.5,14.5,1,1,0,0,1,0,1,1,1,WhatsApp,1,head of household,0,1,0,3,10,1,Owned,1,0,1,2,5,-0.06621140241622925,Earnings from trade,4,0,1,-1.3513526183488216,-2.278337609883556,2,0,4048,Secondary/Matric,1,0,180,200,-20
2692,60,0,0,50,5,better than today,291,0.8471303582191467,80,1,4,2,2,2,2,10,8,1,0,1,1,0,0,1,1,2,WhatsApp,0,head of household,0,1,0,3,12,1,Owned,1,0,1,3,3,0.685176432132721,Private job with a salary,3,0,1,-0.4127283858996401,0.6459654526106634,1,0,6057,Intermediate,0,0,220,260,-40
2566,45,0,0,50,2,better than today,290,0.8407828211784363,80,1,2,2,2,1,2,0,17,1,0,0,0,1,0,2,1,2,WhatsApp,0,head of household,0,1,1,3,10,3,Owned,1,0,1,2,4,-0.06621140241622925,Private job with a salary,3,0,1,0.5258958465495415,0.6459654526106634,1,0,5060,Secondary/Matric,0,0,180,200,-20
2776,42,0,0,50,4,better than today,270,0.5625753402709961,60,0,4,1,1,2,2,11.833333015441895,10.5,1,0,0,0,0,0,0,1,0,WhatsApp,0,head of household,1,2,1,3,0,3,Owned,1,0,1,3,2,-1.5689871311187744,Daily labour,4,0,1,-0.4127283858996401,-0.32880223488740973,2,0,1036,No formal education,0,0,390,390,0
2520,25,0,0,50,5,about the same as today,290,0.6783216595649719,70,1,2,4,4,2,2,12,12,1,0,0,0,0,0,1,1,2,WhatsApp,0,head of household,0,1,1,2,10,2,Owned,1,0,2,4,4,-1.5689871311187744,Daily labour,3,0,1,-0.4127283858996401,0.6459654526106634,1,0,6045,Secondary/Matric,0,0,240,296,-56
2789,35,1,1,50,4,worse than today,260,0.5047021508216858,80,0,3,2,2,2,2,1.5,11.5,1,0,0,0,0,0,0,1,1,Facebook,1,head of household,0,1,1,2,8,1,Owned,1,1,1,2,2,0.685176432132721,Other,2,0,1,1.464520078998723,0.6459654526106634,2,0,3037,Middle (6-8),0,0,300,300,0
2673,27,0,0,30,4,better than today,301,1.460490345954895,80,1,1,4,4,2,2,12,13,1,1,1,0,0,1,1,1,1,WhatsApp,0,head of household,0,1,1,4,5,3,Rented,1,0,2,3,4,-0.8175992965698242,Private job with a salary,3,0,1,1.464520078998723,0.6459654526106634,1,1,6036,Primary (1-5),0,0,200,260,-60
3260,33,1,0,50,4,worse than today,305,0.9359956979751587,90,1,3,2,2,2,1,0.5,11,1,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,1,1,1,5,16,0,Owned,1,1,0,3,3,0.685176432132721,Earnings from trade,2,0,1,-1.3513526183488216,-0.32880223488740973,5,0,3045,University,1,1,230,230,0
2558,27,0,0,0,4,about the same as today,289,0.8344352841377258,90,0,4,1,1,1,2,3,13.5,1,0,1,0,0,1,1,1,2,WhatsApp,0,son of household head,0,1,1,2,10,3,Owned,1,0,2,4,4,-1.5689871311187744,Daily labour,3,0,1,2.4031443114479045,2.5955008276068097,1,0,5058,Secondary/Matric,0,0,230,260,-30
2785,44,1,0,70,4,worse than today,310,0.7940679788589478,80,0,1,2,4,2,1,10,12,1,0,0,0,0,0,0,1,0,WhatsApp,0,head of household,0,1,1,5,10,1,Owned,1,0,1,2,3,-0.06621140241622925,Daily labour,3,0,1,-1.3513526183488216,0.6459654526106634,2,0,3039,Secondary/Matric,1,0,350,350,0
3023,32,0,0,50,1,about the same as today,300,0.9042580723762512,100,0,4,1,1,1,1,9.5,8,0,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,0,1,Owned someone else,0,0,1,2,2,-1.5689871311187744,Daily labour,3,0,1,-0.4127283858996401,-0.32880223488740973,1,0,2043,No formal education,1,0,240,240,0
3223,65,0,0,50,4,better than today,296,0.7130455374717712,100,0,0,1,1,1,1,10,7,0,0,1,0,1,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,10,1,Owned,0,1,1,2,5,1.436564326286316,Earnings from trade,3,0,1,-0.4127283858996401,-0.32880223488740973,1,0,2031,Secondary/Matric,1,0,350,350,0
2558,25,0,0,30,2,better than today,270,0.7138322591781616,70,0,6,1,2,2,1,13,13,1,0,0,0,0,0,1,1,1,Facebook,0,head of household,0,1,1,2,10,1,Owned,1,1,2,3,3,-0.06621140241622925,Private job with self-employment,2,0,1,0.5258958465495415,-1.303569922385483,1,0,1043,Secondary/Matric,1,0,150,150,0
3110,46,1,1,30,4,worse than today,310,0.7940679788589478,80,0,1,4,5,2,2,2.5,12.5,1,0,1,0,0,0,0,1,1,Facebook,1,head of household,0,1,1,2,16,1,Rented,1,1,1,3,3,2.1879522800445557,Private job with a salary,1,0,1,0.5258958465495415,-0.32880223488740973,3,0,3033,University,1,0,200,200,0
2550,40,0,0,50,1,about the same as today,305,0.7651313543319702,85,0,3,1,4,1,1,4,13,1,0,0,0,0,0,2,0,2,Facebook,0,head of household,0,1,1,2,16,1,Owned,1,0,1,2,3,-0.06621140241622925,Private job with a salary,3,0,1,0.5258958465495415,0.6459654526106634,2,0,5046,University,0,0,240,260,-20
3260,25,1,1,30,4,about the same as today,300,0.9042580723762512,80,1,2,4,4,2,2,1.5,14.833333015441895,1,0,0,0,0,0,1,0,1,Facebook,1,head of household,1,1,1,0,16,0,Owned,1,1,0,2,4,0.685176432132721,Private job with a salary,2,0,1,-1.3513526183488216,-0.32880223488740973,2,0,3044,University,0,1,200,200,0
2541,45,0,0,50,2,better than today,300,0.7361947894096375,90,0,3,2,2,2,2,4.5,13,1,0,1,1,1,0,2,1,2,Facebook,0,son of household head,1,1,1,3,10,4,Owned,1,0,3,2,6,-0.8175992965698242,Daily labour,3,0,1,0.5258958465495415,0.6459654526106634,1,0,5045,Secondary/Matric,0,0,200,230,-30
3038,40,0,0,50,1,worse than today,27,0.8286167979240417,100,0,2,1,1,1,1,11.5,9,0,0,0,0,1,0,1,0,0,WhatsApp,0,head of household,0,1,1,2,10,1,Owned,0,0,1,2,2,-0.06621140241622925,Private job with a salary,3,0,1,-0.4127283858996401,-0.32880223488740973,1,0,2045,Secondary/Matric,1,0,200,200,0
3943,40,0,0,50,4,about the same as today,300,0.7361947894096375,100,0,0,1,1,1,1,12,9,0,0,1,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,10,1,Rented,0,0,0,1,2,-1.5689871311187744,Private job with a salary,5,0,1,-0.4127283858996401,-0.32880223488740973,0,0,2039,Secondary/Matric,1,0,200,200,0
3979,42,0,0,50,1,about the same as today,295,0.7072582244873047,100,0,7,1,1,1,1,13.5,9,0,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,10,1,Without rent,1,0,0,1,2,-0.8175992965698242,Private job with a salary,5,0,1,-0.4127283858996401,-0.32880223488740973,0,0,2040,Secondary/Matric,1,0,150,150,0
3984,50,0,0,50,1,better than today,300,0.7361947894096375,100,0,2,1,1,1,1,13,9,0,0,0,0,1,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,0,1,Rented,0,0,0,3,2,-1.5689871311187744,Daily labour,5,0,1,-0.4127283858996401,-0.32880223488740973,0,0,2036,No formal education,1,0,300,300,0
3260,21,1,0,30,4,worse than today,280,0.7773075699806213,90,0,2,2,2,1,2,3,12.5,1,1,0,0,0,0,1,0,1,Facebook,1,head of household,0,1,0,3,16,0,Owned,1,0,0,3,3,2.1879522800445557,Earnings from trade,3,0,1,0.5258958465495415,-0.32880223488740973,2,0,3042,University,1,0,200,200,0
3129,53,1,0,50,1,worse than today,270,0.7138322591781616,100,0,0,1,1,1,1,11.5,8,0,0,1,1,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,8,1,Owned,0,0,1,2,2,-0.8175992965698242,Earnings from trade,3,0,1,-0.4127283858996401,-0.32880223488740973,2,0,2046,Middle (6-8),1,0,300,300,0
2373,50,0,0,50,4,about the same as today,285,0.6493850350379944,80,0,2,2,2,2,2,4,12.5,1,0,0,0,1,0,1,1,0,WhatsApp,0,head of household,0,1,1,2,10,1,Owned,1,0,1,2,3,-0.06621140241622925,Private job with a salary,3,0,1,0.5258958465495415,0.6459654526106634,1,0,5042,Secondary/Matric,0,0,175,200,-25
3124,28,1,0,50,1,about the same as today,295,0.87252044677734375,100,0,0,1,1,1,1,13,8,0,0,1,0,1,0,1,0,1,WhatsApp,0,head of household,1,1,0,3,8,2,Owned,0,0,1,4,3,-2.3203749656677246,Earnings from trade,3,0,1,-0.4127283858996401,-0.32880223488740973,2,0,2050,Middle (6-8),1,0,150,150,0
2762,38,0,0,60,5,about the same as today,300,0.9042580723762512,90,0,2,2,1,2,1,10,14,1,0,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,0,3,8,1,Rented,0,0,1,1,4,-0.06621140241622925,Daily labour,3,0,1,-1.3513526183488216,-1.303569922385483,2,0,4051,Middle (6-8),1,0,200,230,-30
2428,30,0,0,50,5,about the same as today,290,0.6783216595649719,80,1,1,4,4,2,2,10,11,1,1,0,0,0,0,1,1,2,WhatsApp,0,head of household,0,1,1,3,12,1,Owned,1,0,1,2,2,-0.06621140241622925,Earnings from trade,3,0,1,0.5258958465495415,-0.32880223488740973,1,1,6042,Intermediate,1,0,260,290,-30
2382,19,0,0,0,4,better than today,300,0.7361947894096375,85,0,4,2,1,1,1,2.5,14.166666030883789,1,0,1,0,0,1,1,1,0,WhatsApp,0,son of household head,0,1,0,3,8,2,Owned,1,0,0,2,2,-0.8175992965698242,Private job with a salary,4,0,1,1.464520078998723,1.6207331401087366,1,0,5043,Middle (6-8),0,0,210,250,-40
2972,42,0,0,40,5,about the same as today,290,0.8407828211784363,80,1,2,4,4,2,2,12,11,1,1,1,0,0,1,1,1,2,WhatsApp,0,head of household,0,1,1,3,10,2,Owned,1,1,2,4,5,-0.06621140241622925,Earnings from trade,2,0,1,0.5258958465495415,0.6459654526106634,1,0,6053,Secondary/Matric,0,0,250,280,-30
3195,48,0,0,50,4,worse than today,296,0.7130455374717712,100,1,1,2,2,1,2,11,9,0,0,1,0,1,0,2,1,0,WhatsApp,0,head of household,0,1,0,3,18,1,Owned,0,0,1,3,4,-0.06621140241622925,Private job with a salary,3,0,1,-0.4127283858996401,-0.32880223488740973,1,0,2035,Postgraduate,1,0,300,300,0
2387,36,0,0,30,1,about the same as today,310,0.7940679788589478,85,0,6,2,1,2,1,12.166666984558105,11,1,0,1,1,0,0,1,1,0,WhatsApp,0,head of household,0,1,1,4,10,1,Owned,1,1,2,3,4,-0.8175992965698242,Private job with self-employment,2,0,1,-0.4127283858996401,-0.32880223488740973,1,0,1033,Secondary/Matric,1,0,300,300,0
2793,38,0,1,50,5,worse than today,295,0.87252044677734375,90,0,0,2,1,1,2,2,14.5,1,0,0,0,0,1,1,1,0,WhatsApp,0,son of household head,1,1,1,3,0,1,Owned,1,0,1,2,4,-0.06621140241622925,Earnings from trade,3,0,1,0.5258958465495415,0.6459654526106634,2,0,4054,No formal education,1,0,130,150,-20
2718,38,0,0,40,5,worse than today,290,0.8407828211784363,80,0,2,2,1,1,2,4,15,1,1,1,0,0,1,1,1,1,WhatsApp,1,son of household head,1,1,1,4,8,1,Rented,1,0,1,2,5,-0.06621140241622925,Earnings from trade,3,0,1,0.5258958465495415,0.6459654526106634,2,1,4057,Middle (6-8),0,0,180,200,-20
2999,27,0,0,50,1,about the same as today,296,0.8788679838180542,100,0,7,1,1,1,1,10.5,8,0,0,1,0,1,0,2,0,0,WhatsApp,0,head of household,0,1,0,3,10,1,Owned,0,0,1,2,3,-0.8175992965698242,Private job with a salary,4,0,1,-0.4127283858996401,-0.32880223488740973,1,1,2041,Secondary/Matric,1,0,220,220,0
3187,45,1,0,50,4,worse than today,250,0.4468289911746979,70,0,0,2,4,1,1,1,9.5,1,0,1,1,0,0,1,0,0,WhatsApp,0,head of household,0,1,1,2,8,2,Rented,1,0,1,2,4,0.685176432132721,Earnings from trade,2,0,1,0.5258958465495415,-0.32880223488740973,2,0,3035,Middle (6-8),0,0,330,330,0
2420,22,0,0,30,4,better than today,275,0.21145375072956085,75,0,6,2,1,2,1,0.5,10,1,0,1,0,1,0,3,1,2,Facebook,0,head of household,0,1,0,3,8,3,Owned,0,0,2,2,2,-1.5689871311187744,Daily labour,4,0,1,-0.4127283858996401,-0.32880223488740973,2,0,1054,Middle (6-8),1,0,120,120,0
3026,29,0,0,30,4,worse than today,300,0.9042580723762512,99,1,2,2,2,2,1,2,12,0,0,0,1,0,0,1,1,7,Facebook,1,head of household,0,1,0,3,16,0,Owned,1,1,1,2,2,1.436564326286316,Private job with a salary,2,0,1,1.464520078998723,0.6459654526106634,3,1,3047,University,0,0,200,200,0
3020,50,1,1,50,4,about the same as today,250,0.5868817567825317,80,1,2,4,4,2,2,1.5,10.5,1,0,1,0,0,0,0,1,0,WhatsApp,0,head of household,0,1,1,2,10,0,Owned,1,0,2,3,3,-0.8175992965698242,Earnings from trade,3,0,1,1.464520078998723,0.6459654526106634,3,0,3046,Secondary/Matric,0,0,150,150,0
3753,50,0,0,50,1,about the same as today,295,0.7072582244873047,100,0,3,1,1,1,1,13,9.5,0,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,10,1,Owned,0,0,1,2,4,-0.8175992965698242,Daily labour,3,0,1,-0.4127283858996401,-0.32880223488740973,0,1,2037,Secondary/Matric,1,0,150,150,0
2548,35,0,0,50,4,better than today,280,0.7773075699806213,90,0,6,2,2,2,1,12,12,1,0,1,0,1,0,1,1,0,WhatsApp,0,head of household,0,1,1,4,10,2,Owned,1,0,1,2,2,-0.8175992965698242,Daily labour,4,0,1,-0.4127283858996401,-0.32880223488740973,1,0,1042,Secondary/Matric,1,0,380,380,0
2384,60,0,0,50,1,about the same as today,290,0.6783216595649719,70,0,4,1,2,1,1,9.5,8.5,1,0,0,0,0,0,0,1,0,WhatsApp,0,head of household,0,1,0,3,5,2,Owned,0,0,2,2,3,-2.3203749656677246,Daily labour,3,0,1,-0.4127283858996401,-0.32880223488740973,1,0,1034,Primary (1-5),1,0,280,280,0
2638,32,0,0,40,4,better than today,305,0.9359956979751587,85,0,3,2,2,1,1,3,13.5,1,0,0,0,0,0,2,1,2,WhatsApp,0,head of household,0,1,1,1,8,1,Owned,1,0,1,2,3,-0.06621140241622925,Earnings from trade,3,0,1,0.5258958465495415,0.6459654526106634,1,0,5053,Middle (6-8),0,0,180,200,-20
3665,45,0,0,0,5,about the same as today,302,0.9169531464576721,70,1,2,2,2,2,2,10,11,1,1,0,0,0,0,1,1,2,WhatsApp,0,head of household,0,1,1,3,10,1,Owned,1,0,2,3,4,-0.8175992965698242,Earnings from trade,3,0,1,1.464520078998723,0.6459654526106634,1,0,6056,Secondary/Matric,0,0,230,265,-35
2408,62,0,0,50,4,better than today,290,0.6783216595649719,75,1,2,4,2,2,2,1.5,14.5,1,0,1,0,0,1,1,1,2,Facebook,0,head of household,0,1,0,3,16,3,Owned,1,1,2,4,5,0.685176432132721,Earnings from trade,2,0,1,0.5258958465495415,0.6459654526106634,2,0,5049,University,0,0,190,215,-25
2718,49,0,0,50,4,about the same as today,287,0.8217402100563049,80,1,2,2,2,2,2,3,13.5,1,0,0,0,0,0,1,1,2,WhatsApp,0,head of household,0,1,1,3,3,1,Owned,1,0,1,2,3,-0.06621140241622925,Private job with a salary,3,0,1,0.5258958465495415,0.6459654526106634,1,0,5055,Primary (1-5),0,0,240,260,-20
2714,35,0,1,30,2,about the same as today,300,0.9042580723762512,85,0,3,2,1,1,1,3.5,13,1,1,0,0,0,0,1,0,2,WhatsApp,0,head of household,0,1,1,4,16,1,Owned,1,0,1,2,3,-0.06621140241622925,Private job with a salary,3,0,1,0.5258958465495415,0.6459654526106634,2,0,5059,University,0,0,240,270,-30
2518,41,0,0,50,5,about the same as today,245,0.8876404166221619,80,0,2,2,2,2,2,14,14,1,0,0,0,0,0,1,1,1,WhatsApp,0,son of household head,1,1,1,3,8,1,Owned,1,0,1,2,3,0.685176432132721,Daily labour,3,0,1,-1.3513526183488216,-0.32880223488740973,1,0,6110,Middle (6-8),1,0,250,270,-20
3001,45,1,0,50,1,better than today,300,0.32158589363098145,100,0,6,1,1,1,1,12,10,0,0,0,0,1,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,5,2,Owned,0,0,1,3,3,-0.8175992965698242,Earnings from trade,5,0,1,-0.4127283858996401,-0.32880223488740973,2,0,2052,Primary (1-5),1,0,382,382,0
2721,30,0,0,50,5,about the same as today,250,0.9261636734008789,70,0,2,4,2,2,2,11,11,1,0,1,0,0,1,1,1,1,WhatsApp,0,son of household head,1,1,1,1,3,3,Owned,1,0,2,2,3,-0.8175992965698242,Earnings from trade,3,0,1,0.5258958465495415,0.6459654526106634,1,0,6105,Primary (1-5),0,0,200,215,-15
3158,40,0,0,50,5,about the same as today,270,0.14185024797916412,40,1,3,2,4,2,2,0,10,1,0,0,0,0,1,1,1,0,WhatsApp,0,son of household head,1,1,1,4,0,1,Owned,1,0,1,2,2,-0.06621140241622925,Earnings from trade,3,0,1,1.464520078998723,0.6459654526106634,1,1,6002,Other,0,0,220,250,-30
2436,20,0,0,50,2,better than today,250,0.10132158547639847,60,0,7,2,1,1,1,11,11,1,0,1,0,0,1,1,1,2,Facebook,0,head of household,0,1,0,3,5,2,Owned,1,0,2,2,2,-0.8175992965698242,Daily labour,3,0,1,-0.4127283858996401,-0.32880223488740973,1,0,1053,Primary (1-5),1,0,150,150,0
2678,45,0,0,50,5,about the same as today,300,0.9042580723762512,90,0,0,1,1,2,2,9.5,13,1,1,0,0,0,1,1,1,1,WhatsApp,1,head of household,0,1,1,1,10,1,Owned,1,0,1,2,5,-0.06621140241622925,Daily labour,3,0,1,-1.3513526183488216,-1.303569922385483,3,0,4056,Secondary/Matric,1,0,180,230,-50
2789,45,0,0,50,5,about the same as today,255,0.964686930179596,80,1,2,2,2,2,2,11,12,1,0,1,1,0,0,1,1,1,WhatsApp,0,head of household,0,1,1,3,8,1,Owned,1,0,1,2,4,-0.8175992965698242,Earnings from trade,3,0,1,0.5258958465495415,1.6207331401087366,1,0,6104,Middle (6-8),0,0,200,220,-20
